nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
Scappi;Türkiye;Izmir;Gaziosmanpaşa Bulvarı No:1, Konak, Izmir, 35210, Türkiye;38.4282205;27.1357017;50;non;non;Mediterranean Cuisine
Karnas Vineyards;Türkiye;Bodrum;Çömlekçi, Sokak No:400, Bodrum, 48400, Türkiye;37.1542756;27.6545696;50;non;non;Turkish
Kurul Bitez;Türkiye;Bodrum;Bitez Mahallesi, 1936. Sokak No:2, Bodrum, 48470, Türkiye;37.0414856;27.3778774;50;non;non;Meats and Grills
St. Regis Brasserie;Türkiye;Istanbul;Mim Kemal Öke Caddesi No:35, Nişantaşı/Şişli, Istanbul, 34367, Türkiye;41.0477027;28.9928499;50;non;non;Asian and Western
Dereköy Lokantası;Türkiye;Bodrum;Dereköy, Dereköy Caddesi No:133, Bodrum, 48960, Türkiye;37.0429756;27.2858491;50;non;non;Turkish
Aheste;Türkiye;Istanbul;Asmalı Mescit Mahallesi, Meşrutiyet Caddesi No:107/F, Beyoğlu, Istanbul, 34430, Türkiye;41.0291548;28.9731042;50;non;non;Turkish
Giritli;Türkiye;Istanbul;Yenigüvey Sokak No:9, Cankurtaran/Fatih, Istanbul, 34122, Türkiye;41.0036487;28.9806975;50;non;non;Mediterranean Cuisine
Kısmet Lokantası;Türkiye;Bodrum;Çırkan Mahallesi, Çelebi Kaptan Sokak No:3/A, Konacık, Bodrum, 48400, Türkiye;37.0463589;27.3976748;50;non;non;Traditional Cuisine
ROKA;Türkiye;Istanbul;Kılıçalipaşa Mahallesi, Meclis-i Mebusan Sokak No:14/2E, Beyoğlu, Istanbul, 34433, Türkiye;41.02816;28.9879641;50;non;non;Japanese Contemporary
Mezra Yalıkavak;Türkiye;Bodrum;Dirmil Mahallesi, 6885. Sokak No:3, Bodrum, 48990, Türkiye;37.1149719;27.3254393;50;non;non;Farm to table
Hakkasan İstanbul;Türkiye;Istanbul;Muallim Naci Caddesi No:62, Kuruçeşme/Beşiktaş, Istanbul, 34345, Türkiye;41.0570261;29.0356958;50;non;non;Cantonese
Park Fora;Türkiye;Istanbul;Muallim Naci Caddesi No:54/A, Cemil Topuzlu Parkı İçi, Kuruçeşme/Beşiktaş, Istanbul, 34347, Türkiye;41.0540913;29.0346905;50;non;non;Seafood
29;Türkiye;Istanbul;Ulus Mahallesi, Ahmet Adnan Saygun Caddesi, Ulus Parkı İçi No:71/1, Beşiktaş, Istanbul, 34340, Türkiye;41.0645826;29.0320829;50;non;non;Turkish
Balıkçı Kahraman;Türkiye;Istanbul;Rumeli Kavağı Mahallesi, İskele Caddesi No:15/1, Sarıyer, Istanbul, 34450, Türkiye;41.1862639;29.0776183;50;non;non;Seafood
Banyan;Türkiye;Istanbul;Yıldız Muallim Naci Caddesi & Salhane Sokak No:3/2, Beşiktaş, Istanbul, 34347, Türkiye;41.0476321;29.0250625;50;non;non;Asian Contemporary
Kıyı;Türkiye;Istanbul;Haydar Aliyev Caddesi No:186/A, Tarabya/Sarıyer, Istanbul, 34457, Türkiye;41.1392295;29.0543849;50;non;non;Seafood
Atölye;Türkiye;Istanbul;Süzer Plaza, Asker Ocağı Caddesi, Elmadağ Caddesi No:6, Şişli, Istanbul, 34367, Türkiye;41.04042;28.99202;50;non;non;Turkish
Khorasani;Türkiye;Istanbul;Alemdar Mahallesi, Ticarethane Sokak No:9/B, Fatih, Istanbul, 34110, Türkiye;41.0084723;28.9761704;50;non;non;Traditional Cuisine
Avlu Restaurant;Türkiye;Istanbul;Cankurtaran, Tevkifhane Sokak No:1, Fatih, Istanbul, 34122, Türkiye;41.0065385;28.9802023;50;non;non;Turkish
Çok Çok Thai;Türkiye;Istanbul;Asmalı Mescit Mahallesi, Meşrutiyet Caddesi No:51/A, Beyoğlu, Istanbul, 34430, Türkiye;41.0326396;28.9752061;50;non;non;Thai
Gula Urla;Türkiye;Izmir;Kuşçular Mahallesi, Kuşçular Caddesi No:46, Urla, Izmir, 35430, Türkiye;38.2884933;26.7528739;50;non;non;Seafood
Spago;Türkiye;Istanbul;Mim Kemal Öke Caddesi No:35, Nişantaşı/Şişli, Istanbul, 34367, Türkiye;41.0479564;28.9927312;50;non;non;International
Lokanta Feriye;Türkiye;Istanbul;Yıldız Mahallesi Çırağan Caddesi No:44, Beşiktaş, Istanbul, 34347, Türkiye;41.0473717;29.02462;50;non;non;Mediterranean Cuisine
Fauna;Türkiye;Istanbul;Küçükbakkalköy Mahallesi, Işıklar Caddesi, Ahmet Muhip Dranas Sokak No:9/A, Ataşehir, Istanbul, 34750, Türkiye;40.9845726;29.1099044;50;non;non;Italian
Tuti;Türkiye;Bodrum;Yokuşbaşı Mahallesi, Suluhasan Caddesi No:18, Bodrum, 48400, Türkiye;37.0417447;27.4410374;50;non;non;Mediterranean Cuisine
Hakkasan Bodrum;Türkiye;Bodrum;Gölköy Mahallesi, 314. Sokak No:10, Bodrum, 48483, Türkiye;37.1284851;27.4111577;50;non;non;Cantonese
Yut Fei;China Mainland;Fuzhou;3F, Sino International Plaza, 137 Wusi Road, Gulou, Fuzhou, China Mainland;26.0995918;119.3020893;50;non;non;Cantonese
Fuyuan;China Mainland;Fuzhou;No.40, Huaqiao Xincun, Xierhuan North Road, Gulou, Fuzhou, China Mainland;26.0900699;119.2763831;50;non;non;Fujian
Rong Ji Hai Xian Lao Hua (Cangshan);China Mainland;Fuzhou;161 Liaoyuan Road, Cangshan, Fuzhou, China Mainland;26.0482035;119.2785651;50;non;non;Noodles
Lvdao Seafood;China Mainland;Quanzhou;447-451 Jiu'er Road, Shishi, Quanzhou, China Mainland;24.7347253;118.6291455;50;non;non;Fujian
Qing You Yu;China Mainland;Quanzhou;2F, 535 Huaifu Road, Fengze, Quanzhou, China Mainland;24.890274;118.599983;50;non;non;Seafood
Wei Rong Lao Hua;China Mainland;Fuzhou;26 Fuer Road, Gulou, Fuzhou, China Mainland;26.078953;119.2783942;50;non;non;Noodles
Jiang Nan Yuan;China Mainland;Quanzhou;401, Building 27, Zone A, Yuanhe 1916 Artdistrict, 610 Xinmen Street, Licheng, Quanzhou, China Mainland;24.9167895;118.574563;50;non;non;Vegetarian
Hatter;China Mainland;Fuzhou;433 Guxi Road, Gulou, Fuzhou, China Mainland;26.092887;119.295602;50;non;non;European Contemporary
1927 Dong Yuan Si Chu;China Mainland;Xiamen;65 Siming East Road, Siming, Xiamen, China Mainland;24.4597408;118.0774134;50;non;non;Fujian
Xuanhe Cuisine;China Mainland;Fuzhou;Shop 3013, 3F, Art Mall, Rongqiao Center, 100 Jiangbin West Avenue, Taijiang, Fuzhou, China Mainland;26.0623536;119.2731335;50;non;non;Fujian
Xia;China Mainland;Xiamen;1F, Lohkah Hotel & Spa, 277 Penang Road, Huli, Xiamen, China Mainland;24.5303837;118.1785038;50;non;non;Cantonese
Lucheng;China Mainland;Xiamen;39F, Conrad Hotel, 186 Yanwu West Road, Siming, Xiamen, China Mainland;24.441536;118.09574;50;non;non;Fujian
Chosop;China Mainland;Fuzhou;Shop 01, 2F, Sandi Union Center, Zhenwu Road, Taijiang, Fuzhou, China Mainland;26.059659;119.2802701;50;non;non;Sichuan
Antstory;China Mainland;Quanzhou;7 Buzhengya Lane, Wudianshi, Jinjiang, Quanzhou, China Mainland;24.823816;118.584851;50;non;non;Fujian
Xing Wang Seafood · Rongting Hui (Siming);China Mainland;Xiamen;Shop 017, 4F, Xinghe COCOPark, 81-89 Zhanhong Road, Siming, Xiamen, China Mainland;24.4776885;118.1842222;50;non;non;Seafood
Harmony Garden (Xierhuan North Road);China Mainland;Fuzhou;No.32, Huaqiao Xincun, Xierhuan North Road, Gulou, Fuzhou, China Mainland;26.0905159;119.2753237;50;non;non;Fujian
Yin Lu;China Mainland;Xiamen;Building 66, Gulong Inhabitancy Park, Shangzhong East 2nd Road, Huli, Xiamen, China Mainland;24.4937207;118.1628212;50;non;non;Fujian
Pari-;Thailand;Chiang Mai;8-10 Samlarn Road, Phra Sing ,Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7635;98.99289;50;non;non;Asian
Kinu by Takagi;Thailand;Bangkok;2F, Mandarin Oriental Hotel, 48 Soi Charoen Krung 40, Charoen Krung Road, Bang Rak, Bangkok, 10500, Thailand;13.72394;100.5157;50;non;non;Japanese
Yangzi Jiang;Thailand;Chiang Mai;10 Nimmanahaeminda Road Soi 5, Suthep, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7985983;98.9680476;50;non;non;Chinese
Fish Club;Thailand;Chon Buri;Andaz Pattaya Jomtien Beach  345 Mu 3, Na Chom Thian, Sattahip, Chon Buri, 20250, Thailand;12.7927363;100.9093742;50;non;non;Seafood
Ayutthayarom;Thailand;Phra Nakhon Si Ayutthaya;1/1 Mu 7, Ban Pom, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3533407;100.5461571;50;non;non;Thai
Jamn;Thailand;Bangkok;8 Soi Chan 43 Yaek 41, Bang Khlo, Bang Kho Laem, Bangkok, 10120, Thailand;13.7000793;100.5278437;50;non;non;Thai
Friend's Table;Thailand;Chiang Mai;125 Mu 6, Hang Dong, Chiang Mai, 50230, Thailand;18.7033953;98.9091961;50;non;non;Creative
NAVAN NAVAN;Thailand;Chiang Mai;55 Mu 7, San Pong, Mae Rim, Chiang Mai, 50180, Thailand;18.9331204;98.9606077;50;non;non;Creative
Palmier by Guillaume Galliot;Thailand;Bangkok;Four Seasons Private Residences,  300/1 Charoen Krung Road, Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.7121789;100.5100075;50;non;non;French
Indian by Nature;Thailand;Chon Buri;306 Chateau Dale Complex 64-68 Thappraya Road, Pattaya, Nong Prue, Bang Lamung, Chon Buri, 20150, Thailand;12.9062737;100.8693833;50;non;non;Indian
Shrimp Noodles Ao Kae;Thailand;Phuket;76 Phoonphol Road, Talat Nuea, Mueang Phuket, Phuket, 83000, Thailand;7.8761748;98.3882778;50;non;non;Noodles
Khrua Ohm;Thailand;Phuket;2/99 Mu 2, Wichit Songkhram Road, Kathu, Phuket, 83120, Thailand;7.9074644;98.3488929;50;non;non;Southern Thai
Chop Chop Cook Shop;Thailand;Bangkok;328 Yaowarat Road, Chakkrawat, Samphanthawong, Bangkok, 10100, Thailand;13.7414382;100.5076979;50;non;non;Thai-Chinese
Sushi Saito;Thailand;Bangkok;Four Seasons Private Residences, 300 Charoen Krung Road,  Yan Nawa, Sathon, Bangkok, 10120, Thailand;13.7125411;100.5100477;50;non;non;Sushi
Pak Mor Robot;Thailand;Ubon Ratchathani;82 Benchama Road, Nai Mueang, Mueang Ubon Ratchathani, Ubon Ratchathani, 34000, Thailand;15.2282755;104.8534929;50;non;non;Small eats
Bangkok Bold (Pathum Wan);Thailand;Bangkok;LGF, Central Embassy, 1031 Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7441907;100.5460855;50;non;non;Thai
Fried Banana Rama 5 (Bang Kruai - Sai Noi Road);Thailand;Nonthaburi;116 Bang Kruai - Sai Noi Road, Bang Si Thong, Bang Kruai, Nonthaburi, 11130, Thailand;13.8231029;100.47929;50;non;non;Street Food
TAAN;Thailand;Bangkok;25F, Siam@Siam Design Hotel, 865 Rama 1 Road, Wang Mai, Pathum Wan, Bangkok, 10330, Thailand;13.7470692;100.5269622;50;non;non;Thai contemporary
Wah Lok;Thailand;Bangkok;2F, Carlton Hotel Bangkok Sukhumvit, 491 Sukhumvit Road, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7344739;100.5644051;50;non;non;Cantonese
Klang Na Pla Khao;Thailand;Chon Buri;5 Mu 9, Nong Tamlueng, Phan Thong, Chon Buri, 20160, Thailand;13.391982;101.0796405;50;non;non;Thai
Kang;Thailand;Chiang Mai;Jing Jai Market, 46 Atsadathon Road, Pa Tan, Mueang Chiang Mai, Chiang Mai, 50300, Thailand;18.8059769;98.9957837;50;non;non;South East Asian
Khrua Ban Po Ta;Thailand;Chon Buri;23 Soi Pattaya Tai 8, Pattaya, Nong Prue, Bang Lamung, Chon Buri, 20150, Thailand;12.924521;100.8917078;50;non;non;Seafood
ÎNT;Thailand;Bangkok;Rooftop F, Best Western Sukhumvit 20, 17 Soi Sukhumvit 20, Sukhumvit Road, Khlong Toei, Bangkok, 10110, Thailand;13.7320324;100.5641362;50;non;non;Thai contemporary
Khaan;Thailand;Bangkok;14/3 Soi Som Khit, Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7471397;100.5460168;50;non;non;Thai contemporary
Sushi Saryu;Thailand;Bangkok;GF, Kronos Sathorn Building, 46 North Sathorn Road, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.7250227;100.5386518;50;non;non;Sushi
Wagyu Steakhouse;Thailand;Phuket;Twinpalms Phuket Resort, 106/46 Mu 3, Choeng Thale, Thalang, Phuket, 83110, Thailand;7.9768734;98.281847;50;non;non;Steakhouse
Pa Porn Traditional Pork Noodles;Thailand;Phra Nakhon Si Ayutthaya;121/2 Mu 8, Soi Pa Maphrao 10, U Thong Road, Hua Ro, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3627951;100.5707678;50;non;non;Noodles
Nusara;Thailand;Bangkok;336 Maha Rat Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok, 10200, Thailand;13.745672;100.4915418;50;non;non;Thai contemporary
Gaggan;Thailand;Bangkok;68 Soi Sukhumvit 31, Sukhumvit Road, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7407937;100.5675901;50;non;non;Innovative
Hoi Tod Singha Buri;Thailand;Phra Nakhon Si Ayutthaya;The night market in front of Telephone Organization of Thailand, Tha Wasukri, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.355374;100.5710693;50;non;non;Street Food
Sang Thatien;Thailand;Bangkok;75 Maha Rat Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok, 10200, Thailand;13.74468;100.49202;50;non;non;Thai
Pa Noi Beef Noodles;Thailand;Udon Thani;57/8 Sisuttha Road, Mak Khaeng, Mueang Udon Thani, Udon Thani, 41000, Thailand;17.4102877;102.7918669;50;non;non;Noodles
Bang Dean;Thailand;Phang-Nga;16/10 Mu 1, Phet Kasem Road, Bang Nai Si, Takua Pa, Phang-Nga, 82110, Thailand;8.8688072;98.3447908;50;non;non;Street Food
Lumdee Te Khuadang;Thailand;Chiang Mai;V Community, 345/9 Mu 3, Wongwaen Rop 2 Road, San Phra Net, San Sai, Chiang Mai, 50210, Thailand;18.7984704;99.0331342;50;non;non;Northern Thai
Peang-Prai;Thailand;Phuket;101/18 Soi Namtok Bang Toei, Ban Pa Khlok Road, Pa Khlok, Thalang, Phuket, 83110, Thailand;8.0416989;98.3951171;50;non;non;Thai
Khao Kriab Pak Mor Talat Na San Jao;Thailand;Surat Thani;Na San Jao Market, Tonpo Road, Talat, Muaeng Surat Thani, Surat Thani, 84000, Thailand;9.1458005;99.3260457;50;non;non;Street Food
Day & Night;Thailand;Surat Thani;83/25 Liang Mueang Road, Surat Thani, 84000, Thailand;9.1061059;99.3287262;50;non;non;International
Lenzi Tuscan Kitchen;Thailand;Bangkok;69/2 Soi Ruam Ruedi 2, Wireless Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.737625;100.55078;50;non;non;Italian
Sra Bua by Kiin Kiin;Thailand;Bangkok;GF, Siam Kempinski Hotel, 991/9 Rama 1 Road, Pathum Wan, Bangkok, 10330, Thailand;13.7486372;100.53521;50;non;non;Thai contemporary
Reunros (Yan Nawa);Thailand;Bangkok;Bangkok Square, 762/2 Rama 3 Road, Bang Phongphang, Yan Nawa, Bangkok, 10120, Thailand;13.6727243;100.534187;50;non;non;Chinese
Canvas;Thailand;Bangkok;113/9-10 Soi Sukhumvit 55, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7288565;100.5807471;50;non;non;Innovative
Yamazato;Thailand;Bangkok;24F, The Okura Prestige Bangkok, 57 Wireless Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.7426915;100.5480908;50;non;non;Japanese
Ta Khai;Thailand;Phuket;Rosewood Hotel, 88/28, 88/30-33 Muen-Ngoen Road, Pa Tong, Kathu, Phuket, 83150, Thailand;7.8863115;98.2715;50;non;non;Thai
Aunt Aoy Kitchen;Thailand;Chiang Mai;377 2 Chiang Rai Road, Suthep, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7952137;98.964349;50;non;non;Thai
Celadon;Thailand;Bangkok;GF, The Sukhothai Hotel, 13/3 Sathon Tai Road, Thung Maha Mek, Sathon, Bangkok, 10120, Thailand;13.723654;100.54045;50;non;non;Thai
Royd;Thailand;Phuket;95/1 Dibuk Road, Talat Nuea, Mueang Phuket, Phuket, 83000, Thailand;7.8864469;98.3859088;50;non;non;Southern Thai
Baan Landai;Thailand;Chiang Mai;252/13-14 Phra Pok Klao Road, Si Phum, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7941249;98.987436;50;non;non;Thai
Punjab Grill;Thailand;Bangkok;GF, Radisson Suites Bangkok Sukhumvit, 23/2-3 Soi Sukhumvit 13, Khlong Toei Nuea, Vadhana, Bangkok, 10110, Thailand;13.7440519;100.5577897;50;non;non;Indian
The House by Ginger;Thailand;Chiang Mai;199 Mun Mueang Road, Si Phum, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7927655;98.9932033;50;non;non;Thai
Vacca;Thailand;Khon Kaen;99 Mu 20, Airport Road, Sila, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4602343;102.7858119;50;non;non;Italian
Rimsaun;Thailand;Phra Nakhon Si Ayutthaya;200 Phu Khao Thong Soi 5, Pratu Chai, Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000, Thailand;14.3537873;100.5509345;50;non;non;Thai
Embassy Room La Marina;Thailand;Bangkok;9F, Park Hyatt Hotel, 88 Wireless Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.744175;100.5471335;50;non;non;Spanish
Rock-Un;Thailand;Phang-Nga;85 Si Mueang Road, Takua Pa, Phang-Nga, 82110, Thailand;8.8662603;98.3468035;50;non;non;Small eats
We-La-Dee;Thailand;Chiang Mai;291 Mu 9, Nong Chom, San Sai, Chiang Mai, 50210, Thailand;18.8442104;99.0284337;50;non;non;Thai
Krua Phech Doi Ngam;Thailand;Chiang Mai;267/1 Mu 2, Mahidol Road, Pa Daet, Mueang Chiang Mai, Chiang Mai, 50100, Thailand;18.7621072;98.9951792;50;non;non;Northern Thai
Thian Leng Bak Kut Teh;Thailand;Phang-Nga;35 Mu 4, Phet Kasem Road, Khok Kloi, Takua Thung, Phang-Nga, 82140, Thailand;8.294028;98.3009029;50;non;non;Thai-Chinese
Nern Khao View Talay;Thailand;Phang-Nga;18/6 Mu 10, Soi Namtok Wat Khao, Khok Kloi, Takua Thung, Phang-Nga, 82140, Thailand;8.2922347;98.3116858;50;non;non;Thai
Dhabkwan;Thailand;Nonthaburi;Dhabkwan Resort, 178, 180, 182, 184 Nonthaburi Road, Suan Yai, Mueang Nonthaburi, Nonthaburi, 11000, Thailand;13.8555679;100.4852384;50;non;non;Thai
Banrimbung;Thailand;Nakhon Pathom;372/21 Mu 2, Nong Din Daeng, Mueang Nakhon Pathom, Nakhon Pathom, 73000, Thailand;13.8092233;100.0022003;50;non;non;Thai
Jay Jia Yentafo;Thailand;Bangkok;564 Rama 4 Road, Maha Phruettharam, Bang Rak, Bangkok, 10500, Thailand;13.7351163;100.522798;50;non;non;Noodles
Jao Nai Fish Ball (Bang Khae Road);Thailand;Bangkok;103/14 Bang Khae Road, Bang Khae, Bangkok, 10160, Thailand;13.697419;100.42131;50;non;non;Noodles
Samut;Thailand;Phuket;14/119 Mu 1, Rawai, Mueang Phuket, Phuket, 83100, Thailand;7.7818113;98.3101011;50;non;non;Southern Thai
J'AIME by Jean-Michel Lorain;Thailand;Bangkok;2F, U Sathorn Hotel, 105/1 Soi Ngam Du Phli, Thung Maha Mek, Sathon, Bangkok, 10120, Thailand;13.7181298;100.5460559;50;non;non;French Contemporary
Royal Osha;Thailand;Bangkok;99 Wireless Road, Lumphini, Pathum Wan, Bangkok, 10330, Thailand;13.734719;100.546135;50;non;non;Thai contemporary
Sushi Masato;Thailand;Bangkok;3/22 Soi Sukhumvit 31, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.73445;100.5661107;50;non;non;Sushi
100 Mahaseth;Thailand;Bangkok;100 Mahaseth Road, Si Phraya, Bang Rak, Bangkok, 10500, Thailand;13.7290445;100.5183206;50;non;non;Isan
Mana;Thailand;Khon Kaen;420 Mu 21, Sri Chan Road, Nai Mueang, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.43119;102.83004;50;non;non;Thai-Chinese
Baan Suan Mae Rim;Thailand;Chiang Mai;261 Mu 2, Chiang Mai-Fang Road, San Pong, Mae Rim, Chiang Mai, 50180, Thailand;18.9443268;98.945395;50;non;non;Thai
Supanniga Eating Room (Phra Nakhon);Thailand;Bangkok;392/25-26 Maha Rat Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok, 10200, Thailand;13.7441379;100.4916953;50;non;non;Thai
Sornthong;Thailand;Bangkok;2829-31 Rama 4 Road, Khlong Toei, Bangkok, 10110, Thailand;13.7194173;100.5664357;50;non;non;Seafood
Hong Khao Tom Pla;Thailand;Phuket;5 Kra Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.876661;98.3931984;50;non;non;Thai
Aeeen;Thailand;Chiang Mai;4/13 Mu 5, Suthep Road, Suthep, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7707417;98.9484343;50;non;non;Vegetarian
Yung Khao;Thailand;Nakhon Ratchasima;111 Mu 4, Thanaratch Road, Nong Nam Daeng, Pak Chong, Nakhon Ratchasima, 30130, Thailand;14.630968;101.4106916;50;non;non;Southern Thai
Methavalai Sorndaeng;Thailand;Bangkok;78/2 Ratchadamnoen Klang Road, Bowon Niwet, Phra Nakhon, Bangkok, 10200, Thailand;13.7561226;100.5021073;50;non;non;Thai
Gen (Vadhana);Thailand;Bangkok;Vibes Ekkamai,  267/31 Soi Sukhumvit 63, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.734352;100.58715;50;non;non;Japanese
Khao Horm;Thailand;Ko Samui;34/36 Mu 4, Bo Phut, Ko Samui, 84320, Thailand;9.5616557;100.0606586;50;non;non;Southern Thai
See Na Nuan Café;Thailand;Khon Kaen;164/160 Mu 14, Nai Mueang, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4586171;102.8234001;50;non;non;Thai
Jum Khao;Thailand;Nakhon Ratchasima;104/4 Thetsaban 26 Road, Pak Chong, Nakhon Ratchasima, 30130, Thailand;14.7075293;101.4225221;50;non;non;Isan
Maze;Thailand;Bangkok;114/3 Set Siri Road, Sam Sen Nai, Phaya Thai, Bangkok, 10400, Thailand;13.7800618;100.5325814;50;non;non;Northern Thai
Savelberg;Thailand;Bangkok;136/1 Soi Yen Akat 2, Chong Nonsi, Yan Nawa, Bangkok, 10120, Thailand;13.7126814;100.5484509;50;non;non;French Contemporary
Anuwat;Thailand;Phang-Nga;201 Mu 4, Phet Kasem Road, Thai Mueang, Phang-Nga, 82120, Thailand;8.393566;98.2595103;50;non;non;Street Food
Lertrod;Thailand;Phuket;17/7 Nai Yang Road, Sakhu, Thalang, Phuket, 83110, Thailand;8.1004373;98.3071751;50;non;non;Thai
Kruvit Raft (Ban Laem Hin);Thailand;Phuket;98/7  Ko Maphrao, Mu 6, Ko Kaeo, Mueang Phuket, Phuket, 83000, Thailand;7.9372108;98.4132289;50;non;non;Seafood
Rongros;Thailand;Bangkok;392/16 Maha Rat Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok, 10200, Thailand;13.7442674;100.4916545;50;non;non;Thai
Lam Phu 2;Thailand;Surat Thani;23/1 Mu 3, Pak Nam Road, Bang Kung, Mueang Surat Thani, Surat Thani, 84000, Thailand;9.16151;99.35403;50;non;non;Seafood
Villa Frantzén;Thailand;Bangkok;7 Soi Yen Akat 3, Chong Nonsi, Yan Nawa, Bangkok, 10120, Thailand;13.7119255;100.5457136;50;non;non;Scandinavian
Heng Khao Moo Daeng;Thailand;Surat Thani;428/1 Namueang Road, Talat, Mueang Surat Thani, Surat Thani, 84000, Thailand;9.1431188;99.3247196;50;non;non;Thai-Chinese
Sripol Seafood House;Thailand;Bangkok;61/11, 12 Rama 9 Road Soi 7, Huai Khwang, Bangkok, 10310, Thailand;13.757461;100.56998;50;non;non;Seafood
The Redbox;Thailand;Chiang Mai;6 Soi Jannsaap, Huai Kaeo Road, Chang Phueak, Mueang Chiang Mai, Chiang Mai, 50300, Thailand;18.8013718;98.9696259;50;non;non;Thai contemporary
La Gaetana;Thailand;Phuket;352 Phuket Road, Talat Yai, Mueang Phuket, Phuket, 83000, Thailand;7.876652;98.39357;50;non;non;Italian
Eat Me;Thailand;Bangkok;1/6 Soi Phiphat 2, Si Lom, Bang Rak, Bangkok, 10500, Thailand;13.7254378;100.5338921;50;non;non;International
The Smokaccia Laboratory;Thailand;Phuket;116/4 Mu 3, Srisoonthorn Road, Choeng Thale, Thalang, Phuket, 83110, Thailand;7.9762871;98.2850193;50;non;non;Creative
Saigon Recipe;Thailand;Bangkok;Piman 49, B3 Building, 46/5 Soi Sukhumvit 49, Khlong Tan Nuea, Vadhana, Bangkok, 10110, Thailand;13.7322609;100.5765669;50;non;non;Vietnamese
Saffron;Thailand;Ko Samui;Banyan Tree Samui, 99/9 Mu 4, Maret, Ko Samui, 84310, Thailand;9.4752063;100.0692198;50;non;non;Thai
Blackitch;Thailand;Chiang Mai;27/1 Nimmanahaeminda Soi 7 Road, Suthep, Mueang Chiang Mai, Chiang Mai, 50200, Thailand;18.7981165;98.9698421;50;non;non;Asian Contemporary
Krua Supanniga by Khunyai Somsie;Thailand;Khon Kaen;Supanniga Home, 130/9 Phothisan Road, Phra Lap, Mueang Khon Kaen, Khon Kaen, 40000, Thailand;16.4122127;102.858754;50;non;non;Thai
Pratunam Baan Ko Noodles;Thailand;Phra Nakhon Si Ayutthaya;22 Mu 5, Ban Ko, Bang Sai, Phra Nakhon Si Ayutthaya, 13190, Thailand;14.2332584;100.4771903;50;non;non;Noodles
Lahnyai;Thailand;Bangkok;31 Soi Suan Phlu 2, Thung Maha Mek, Sathon, Bangkok, 10120, Thailand;13.7222474;100.5381171;50;non;non;Thai contemporary
Jay Jew Talew Bin;Thailand;Chon Buri;117/17 Mu 2, Soi Bangsai 6, Bang Sai, Mueang Chonburi, Chon Buri, 20000, Thailand;13.3808961;100.9882637;50;non;non;Thai
Chom Tawan;Thailand;Chon Buri;79 Mu 3, Assadang Road, Tha Thewawong, Ko Sichang, Chon Buri, 20120, Thailand;13.1530399;100.8139953;50;non;non;Thai
Preaw Pak;Thailand;Phra Nakhon Si Ayutthaya;6/6 Mu 4, Ammarit, Phak Hai, Phra Nakhon Si Ayutthaya, 13120, Thailand;14.4646267;100.3656589;50;non;non;Thai
Tambu;Thailand;Phuket;Avista Hideaway Phuket Patong - MGallery, 39/9 Muen-Ngern Road, Pa Tong Beach, Pa Tong, Kathu, Phuket, 83150, Thailand;7.88122;98.27814;50;non;non;Indian
Wansuk;Thailand;Chon Buri;129/10 Mu 1, Soi Boonpleum, Pattaya, Nong Preu, Bang Lamung, Chon Buri, 20150, Thailand;12.95918;100.89349;50;non;non;Thai
