nom;pays;ville;adresse;latitude;longitude;prixMoyen;livraison;reservation;typeCuisine
La Merise;France;Laubach;7 rue d'Eschbach, Laubach, 67580, France;48.8800665;7.7224093;120;non;non;Modern Cuisine
L'Abysse au Pavillon Ledoyen;France;Paris;8 avenue Dutuit, Paris, 75008, France;48.8662069;2.3164988;120;non;non;Japanese
Racine;France;Reims;6 place Godinot, Reims, 51100, France;49.2528607;4.03752;120;non;non;Creative
Michel Kayser - Restaurant Alexandre;France;Garons;2 rue Xavier-Tronc, Garons, 30128, France;43.7679586;4.4229251;120;non;non;Modern Cuisine
L'Oiseau Blanc;France;Paris;19 avenue Kléber, Paris, 75116, France;48.8707602;2.2933134;120;non;non;Creative
Maison Nouvelle;France;Bordeaux;11 rue Rode, Bordeaux, 33000, France;44.8524805;-0.5721376;120;non;non;Modern Cuisine
La Côte Saint-Jacques;France;Joigny;14 faubourg de Paris, Joigny, 89300, France;47.9833796;3.3853151;120;non;non;Modern Cuisine
La Table de Pavie;France;Saint-Emilion;5 place du Clocher, Saint-Emilion, 33330, France;44.8934495;-0.1566263;120;non;non;Creative
Blanc;France;Paris;52 rue de Longchamp, Paris, 75116, France;48.8651172;2.2874808;120;non;non;Creative
La Table de Franck Putelat;France;Carcassonne;80 chemin des Anglais, au Sud de la Cité, Carcassonne, 11000, France;43.2013363;2.3603104;120;non;non;Modern Cuisine
La Table de Yoann Conte;France;Veyrier-du-Lac;13 vieille route des Pensières, Veyrier-du-Lac, 74290, France;45.8889235;6.1721868;120;non;non;Creative
Auberge de l'Ill;France;Illhaeusern;2 rue de Collonges-au-Mont-d'Or, Illhaeusern, 68970, France;48.1844003;7.433043;120;non;non;Classic Cuisine
La Table d'Olivier Nasti;France;Kaysersberg;9-13 rue du Général-de-Gaulle, Kaysersberg, 68240, France;48.1386233;7.265581;120;non;non;Creative
Anne de Bretagne;France;La Plaine-sur-Mer;Port de Gravette, 163 boulevard de la Tara, La Plaine-sur-Mer, 44770, France;47.1547317;-2.2134222;120;non;non;Creative
L'Auberge des Glazicks;France;Plomodiern;7 rue de la Plage, Plomodiern, 29550, France;48.1805696;-4.2345193;120;non;non;Creative
Ekaitza;France;Ciboure;15 quai Maurice-Ravel, Ciboure, 64500, France;43.3852589;-1.6674639;70;non;non;Creative
L'Auberge de Saint-Rémy - Fanny Rey & Jonathan Wahid;France;Saint-Rémy-de-Provence;12 boulevard Mirabeau, Saint-Rémy-de-Provence, 13210, France;43.7885608;4.8333205;120;non;non;Modern Cuisine
René et Maxime Meilleur;France;Saint-Martin-de-Belleville;Hameau de Saint-Marcel, Saint-Martin-de-Belleville, 73440, France;45.3690463;6.5133065;120;non;non;Creative
Cyril Attrazic;France;Aumont-Aubrac;10 route du Languedoc, Aumont-Aubrac, 48130, France;44.7169426;3.2877885;120;non;non;Creative
La Villa Archange;France;Le Cannet;Rue de l'Ouest, Le Cannet, 06110, France;43.5716556;7.014556;120;non;non;Modern Cuisine
L'Auberge de Montmin;France;Talloires-Montmin;1983 route de Talloires, Col de la Forclaz, Talloires-Montmin, 74210, France;45.8072811;6.2486842;120;non;non;Mediterranean Cuisine
Maison Rostang;France;Paris;20 rue Rennequin, Paris, 75017, France;48.881407;2.2985363;120;non;non;Classic Cuisine
Lalique;France;Bommes;1707 route des Gourgues, Bommes, 33210, France;44.5493811;-0.3374123;120;non;non;Modern Cuisine
Christophe Hay - Fleur de Loire;France;Blois;26 quai Villebois-Mareuil, Blois, 41000, France;47.5823386;1.3378048;120;non;non;Modern Cuisine
La Grand'Vigne - Les Sources de Caudalie;France;Martillac;Chemin de Smith-Haut-Lafitte, Martillac, 33650, France;44.7310086;-0.5571095;120;non;non;Modern Cuisine
L'Observatoire du Gabriel;France;Bordeaux;10 place de la Bourse, Bordeaux, 33000, France;44.8413505;-0.5707147;120;non;non;Modern Cuisine
Maison Ronan Kervarrec;France;Saint-Grégoire;1 impasse du Vieux-Bourg, Saint-Grégoire, 35760, France;48.1533015;-1.6805561;120;non;non;Modern Cuisine
La Voile - La Réserve Ramatuelle;France;Ramatuelle;Chemin de la Quessine, Ramatuelle, 83350, France;43.1923476;6.6481676;120;non;non;Modern Cuisine
La Grenouillère;France;La Madelaine-sous-Montreuil;19 rue de la Grenouillère, La Madelaine-sous-Montreuil, 62170, France;50.4710226;1.7544175;120;non;non;Creative
Château de Beaulieu - Christophe Dufossé;France;Busnes;1098 rue de Lillers, Busnes, 62350, France;50.581874;2.5070873;120;non;non;Modern Cuisine
Le Pressoir d'Argent - Gordon Ramsay;France;Bordeaux;InterContinental Bordeaux - Le Grand Hôtel, 2-5 place de la Comédie, Bordeaux, 33000, France;44.8424463;-0.5747973;120;non;non;Modern Cuisine
Le Parc Les Crayères;France;Reims;64 boulevard Henry-Vasnier, Reims, 51100, France;49.2410909;4.0517461;120;non;non;Modern Cuisine
Georges Blanc;France;Vonnas;Place du Marché, Vonnas, 01540, France;46.2201083;4.9894987;120;non;non;Classic Cuisine
Sylvestre Wahid - Les Grandes Alpes;France;Courchevel;28 rue de l'Église, Courchevel 1850, Courchevel, 73120, France;45.4144213;6.6349308;120;non;non;Creative
Flaveur;France;Nice;25 rue Gubernatis, Nice, 06000, France;43.7014072;7.2718302;120;non;non;Creative
Le Clarence;France;Paris;31 avenue Franklin-D.-Roosevelt, Paris, 75008, France;48.8673498;2.3098732;120;non;non;Creative
La Table Lionel Giraud;France;Narbonne;Rond-point de la Liberté - 68 avenue du Général-Leclerc, Narbonne, 11100, France;43.1743172;2.9918502;120;non;non;Creative
La Côte d'Or;France;Saulieu;Le Relais Bernard Loiseau, 2 avenue Bernard-Loiseau, Saulieu, 21210, France;47.2797873;4.2321852;120;non;non;Modern Cuisine
William Frachot;France;Dijon;Hostellerie du Chapeau Rouge, 5 rue Michelet, Dijon, 21000, France;47.3212722;5.0356396;120;non;non;Modern Cuisine
La Fourchette des Ducs;France;Obernai;6 rue de la Gare, Obernai, 67210, France;48.4620365;7.488355;120;non;non;Modern Cuisine
Baumanière 1850;France;Courchevel;Le Strato, Route de Bellecôte, Courchevel 1850, Courchevel, 73120, France;45.4102934;6.6380783;120;non;non;Creative
Casadelmar;France;Porto-Vecchio;Route de Palombaggia, Porto-Vecchio, 20137, France;41.5948102;9.3099771;120;non;non;Modern Cuisine
Le Chabichou by Stéphane Buron;France;Courchevel;90 rue des Chenus, Courchevel 1850, Courchevel, 73120, France;45.41616;6.629984;120;non;non;Modern Cuisine
La Chèvre d'Or;France;Èze;Rue du Barri, Èze, 06360, France;43.727378;7.3620885;120;non;non;Creative
La Cime;Japan;Osaka;3-2-15 Kawaramachi, Chuo-ku, Osaka, 541-0048, Japan;34.685818;135.503519;50;non;non;French
Miyamoto;Japan;Osaka;2-10-28 Higashitemma, Kita-ku, Osaka, 530-0044, Japan;34.698372;135.513189;50;non;non;Japanese
Fujiya 1935;Japan;Osaka;2-4-14 Yariyamachi, Chuo-ku, Osaka, 540-0027, Japan;34.683037;135.511871;50;non;non;Innovative
Koryu;Japan;Osaka;3-3-3 Uchiawajimachi, Chuo-ku, Osaka, 540-0038, Japan;34.686929;135.510132;50;non;non;Japanese
Yugen;Japan;Osaka;14-14 Ishigatsujicho, Tennoji-ku, Osaka, 543-0031, Japan;34.664773;135.521663;50;non;non;Japanese
Shunsaiten Tsuchiya;Japan;Osaka;41-4 Toyotsucho, Suita, Osaka, 564-0051, Japan;34.760534;135.490966;50;non;non;Tempura
Sushi Harasho;Japan;Osaka;3-30 Uenomiyacho, Tennoji-ku, Osaka, 543-0037, Japan;34.662195;135.51986;50;non;non;Sushi
Yusokuryori Mankamero;Japan;Kyoto;387 Ebisucho, Kamigyo-ku, Kyoto, 602-8118, Japan;35.022114;135.750507;50;non;non;Japanese
Sanso Kyoyamato;Japan;Kyoto;359 Masuyacho, Higashiyama-ku, Kyoto, 605-0826, Japan;34.999252;135.78139;50;non;non;Japanese
Ogata;Japan;Kyoto;726 Shinkamanzacho, Shimogyo-ku, Kyoto, 600-8471, Japan;35.003191;135.755967;50;non;non;Japanese
Kyokaiseki Kichisen;Japan;Kyoto;5 Shimogamo Morimotocho, Sakyo-ku, Kyoto, 606-0805, Japan;35.035717;135.771236;50;non;non;Japanese
Gion Nishikawa;Japan;Kyoto;473 Shimokawaracho, Higashiyama-ku, Kyoto, 605-0825, Japan;34.999797;135.778857;50;non;non;Japanese
Otagi;Japan;Kyoto;18 Takagamine Tsuchitenjocho, Kita-ku, Kyoto, 603-8465, Japan;35.050744;135.73416;50;non;non;Japanese
Numata;Japan;Osaka;7F, 1-10-2 Sonezakishinchi, Kita-ku, Osaka, 530-0002, Japan;34.697954;135.497901;50;non;non;Tempura
KAHALA;Japan;Osaka;2F, 1-9-2 Sonezakishinchi, Kita-ku, Osaka, 530-0002, Japan;34.697522;135.499685;50;non;non;Innovative
Oimatsu Hisano;Japan;Osaka;4-8-3 Nishitemma, Kita-ku, Osaka, 530-0047, Japan;34.697005;135.504137;50;non;non;Japanese
Miyamaso;Japan;Kyoto;375 Hanase Harachicho, Sakyo-ku, Kyoto, 601-1102, Japan;35.233154;135.793011;50;non;non;Japanese
Sumibi Kappo Ifuki;Japan;Kyoto;570-8 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan;35.002345;135.775255;50;non;non;Japanese
Kenninji Gion Maruyama;Japan;Kyoto;566-15 Komatsucho, Higashiyama-ku, Kyoto, 605-0811, Japan;34.998809;135.774574;50;non;non;Japanese
Kodaiji Wakuden;Japan;Kyoto;512 Washiocho, Higashiyama-ku, Kyoto, 605-0072, Japan;35.001635;135.779734;50;non;non;Japanese
Kikunoi Roan;Japan;Kyoto;118 Saitocho, Shimogyo-ku, Kyoto, 600-8012, Japan;35.003449;135.770647;50;non;non;Japanese
Tenjimbashi Aoki;Japan;Osaka;7-12-14 Tenjimbashi, Kita-ku, Osaka, 531-0041, Japan;34.71394;135.511084;50;non;non;Japanese
Sojiki Nakahigashi;Japan;Kyoto;32-3 Jodoji Ishibashicho, Sakyo-ku, Kyoto, 606-8406, Japan;35.027601;135.792708;50;non;non;Japanese
Kodaiji Jugyuan;Japan;Kyoto;353 Masuyacho, Higashiyama-ku, Kyoto, 605-0826, Japan;34.998694;135.781565;50;non;non;Japanese
Gion Matayoshi;Japan;Kyoto;570-123 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan;35.003349;135.774545;50;non;non;Japanese
Gion Maruyama;Japan;Kyoto;570-171 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan;35.002587;135.776068;50;non;non;Japanese
Ryō-shō;Japan;Kyoto;570-166 Giommachi Minamigawa, Higashiyama-ku, Kyoto, 605-0074, Japan;35.00237;135.775871;50;non;non;Japanese
Rùn;Hong Kong SAR China;Hong Kong;2F, The St. Regis Hotel, 1 Harbour Drive, Wan Chai, Hong Kong, Hong Kong SAR China;22.2801399;114.175716;50;non;non;Cantonese
The Eight;;;2F, Grand Lisboa Hotel, Avenida de Lisboa, Macau, Macau;22.190475;113.54341;50;non;non;Cantonese
Octavium;Hong Kong SAR China;Hong Kong;8F, One Chinachem Central, 22 Des Voeux Road Central,  Central, Hong Kong, Hong Kong SAR China;22.2825493;114.1571177;50;non;non;Italian
L'Envol;Hong Kong SAR China;Hong Kong;3F, The St. Regis Hotel, 1 Harbour Drive, Wan Chai, Hong Kong, Hong Kong SAR China;22.2799005;114.1761315;50;non;non;French Contemporary
Wing Lei;;;GF, Wynn Hotel, Rua Cidade de Sintra, NAPE, Macau, Macau;22.188028;113.54578;50;non;non;Cantonese
Lai Ching Heen;Hong Kong SAR China;Hong Kong;GF, Regent, 18 Salisbury Road, Tsim Sha Tsui, Hong Kong;22.293337;114.17395;50;non;non;Cantonese
Arbor;Hong Kong SAR China;Hong Kong;25F, H Queen's, 80 Queen's Road Central, Central, Hong Kong, Hong Kong SAR China;22.2829955;114.1552579;50;non;non;Innovative
Noi by Paulo Airaudo;Hong Kong SAR China;Hong Kong;5F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong;22.286618;114.1566761;50;non;non;Italian Contemporary
Tin Lung Heen;Hong Kong SAR China;Hong Kong;102F, The Ritz-Carlton, International Commerce Centre, 1 Austin Road West, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China;22.3032802;114.1598747;50;non;non;Cantonese
Feng Wei Ju;;;5F, StarWorld Hotel, Avenida da Amizade, Macau, Macau;22.189952;113.5479285;50;non;non;Hunanese
Alain Ducasse at Morpheus;;;3F, Morpheus, City of Dreams, Estrada do Istmo, Cotai, Macau;22.1501736;113.5669767;50;non;non;French Contemporary
Tate;Hong Kong SAR China;Hong Kong;210 Hollywood Road, Sheung Wan, Hong Kong;22.2855757;114.1477192;50;non;non;Innovative
Ying Jee Club;Hong Kong SAR China;Hong Kong;Shop G05, 107-108, GF & 1F, Nexxus Building, 41 Connaught Road Central, Central, Hong Kong;22.284338;114.156654;50;non;non;Cantonese
Lung King Heen;Hong Kong SAR China;Hong Kong;4F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong;22.2860122;114.1580538;50;non;non;Cantonese
Bo Innovation;Hong Kong SAR China;Hong Kong;1F, H Code, 45 Pottinger Street, Central, Hong Kong;22.2823708;114.154711;50;non;non;Innovative
The Huaiyang Garden;;;Shop 2206a & 2208, 2F, The Londoner, Estrada do Istmo, Cotai, Macau;22.1458883;113.5652198;50;non;non;Huaiyang
Chef Tam's Seasons;;;GF, North Esplanade, Wynn Palace, Avenida da Nave Desportiva, Cotai, Macau;22.1473845;113.5723245;50;non;non;Cantonese
Kojima;South Korea;Seoul;6F Boon the Shop, 21 Apgujeong-ro 60-gil, Gangnam-gu, Seoul, 06016, South Korea;37.52559;127.04193;50;non;non;Sushi
La Yeon;South Korea;Seoul;23F Shilla Hotel, 249 Dongho-ro, Jung-gu, Seoul, 04605, South Korea;37.555813;127.00517;50;non;non;Korean
Evett;South Korea;Seoul;10-5 Dosan-daero 45-gil, Gangnam-gu, Seoul, 06021, South Korea;37.52334;127.0362;50;non;non;Innovative
Kwonsooksoo;South Korea;Seoul;4F, 37 Apgujeong-ro 80-gil, Gangnam-gu, Seoul, 06016, South Korea;37.52437;127.04355;50;non;non;Korean
Soigné;South Korea;Seoul;#201, 2F Sinsa square, 652 Gangnam-daero, Gangnam-gu, Seoul, 06027, South Korea;37.51933;127.01903;50;non;non;Innovative
Jungsik;South Korea;Seoul;11 Seolleung-ro 158-gil, Gangnam-gu, Seoul, 06014, South Korea;37.525584;127.041069;50;non;non;Contemporary
alla prima;South Korea;Seoul;13 Hakdong-ro 17-gil, Gangnam-gu, Seoul, 06045, South Korea;37.51346;127.02602;50;non;non;Innovative
Mitou;South Korea;Seoul;24 Dosan-daero 70-gil, Gangnam-gu, Seoul, 06064, South Korea;37.52206;127.04502;50;non;non;Japanese
Restaurant Allen;South Korea;Seoul;2F Center field EAST E205, 231 Teheran-ro, Gangnam-gu, Seoul, 06142, South Korea;37.5036;127.0418;50;non;non;Contemporary
Il Gallo d'Oro;Portugal;Funchal;Estrada Monumental 147, Funchal, 9004-532, Portugal;32.6382988;-16.9266478;120;non;non;Modern Cuisine
Casa de Chá da Boa Nova;Portugal;Leça da Palmeira;Avenida da Liberdade, Leça da Palmeira, 4450-705, Portugal;41.2027411;-8.7147233;120;non;non;Seafood
Antiqvvm;Portugal;Porto;Rua de Entre Quintas 220, Porto, 4050-240, Portugal;41.14776;-8.62831;120;non;non;Creative
The Yeatman;Portugal;Vila Nova de Gaia;Rua do Choupelo (Santa Marinha), Vila Nova de Gaia, 4400-088, Portugal;41.1336845;-8.6133869;120;non;non;Creative
Vila Joya;Portugal;Albufeira;Estrada da Galé, Albufeira, 8200-416, Portugal;37.08059;-8.31367;120;non;non;Modern Cuisine
Ocean;Portugal;Porches;Rua Anneliese Pohl, Porches, 8400-450, Portugal;37.1008268;-8.3792041;120;non;non;Creative
Alma;Portugal;Lisbon;Rua Anchieta 15, Lisbon, 1200-023, Portugal;38.710152;-9.141106;120;non;non;Creative
Belcanto;Portugal;Lisbon;Rua Serpa Pinto 10A, Lisbon, 1200-026, Portugal;38.7104102;-9.1415741;120;non;non;Creative
ION Harbour by Simon Rogan;Malta;Valletta;11 St. Barbara Bastion, Valletta, VLT 1961, Malta;35.8962481;14.5141768;120;non;non;Contemporary
Chapter One by Mickael Viljanen;Ireland;Dublin City;18-19 Parnell Square North, Rotunda, Dublin City, D01 T3V8, Ireland;53.354379;-6.2639708;120;non;non;Modern Cuisine
The Glenturret Lalique;United Kingdom;Crieff;The Glenturret Distillery, The Hosh, Torreglen, Crieff, PH7 4HA, United Kingdom;56.3890265;-3.8527163;50;non;non;Modern Cuisine
hide and fox;United Kingdom;Saltwood;The Green, Saltwood, CT21 4PS, United Kingdom;51.0805389;1.0762788;50;non;non;Modern British
Humble Chicken;United Kingdom;London;54 Frith Street, Soho, London, W1D 4SL, United Kingdom;51.5138258;-0.1317621;50;non;non;Japanese
dede;Ireland;Baltimore;Customs House, Baltimore, P81  K291, Ireland;51.4835036;-9.3725309;120;non;non;Turkish
Trivet;United Kingdom;London;36 Snowsfields, Southwark, London, SE1 3SU, United Kingdom;51.502205;-0.084674;50;non;non;Modern Cuisine
Da Terra;United Kingdom;London;8 Patriot Square, Bethnal Green, London, E2 9NF, United Kingdom;51.530411;-0.05607;50;non;non;Creative
Liath;Ireland;Blackrock;Blackrock Market, 19a Main Street, Blackrock, A94 C8Y1, Ireland;53.3011683;-6.178472;120;non;non;Creative
Midsummer House;United Kingdom;Cambridge;Midsummer Common, Cambridge, CB4 1HA, United Kingdom;52.2120545;0.1284006;50;non;non;Creative
Hand and Flowers;United Kingdom;Marlow;126 West Street, Marlow, SL7 2BP, United Kingdom;51.5696616;-0.7836567;50;non;non;Modern British
Gymkhana;United Kingdom;London;42 Albemarle Street, Mayfair, London, W1S 4JH, United Kingdom;51.5085431;-0.141547;50;non;non;Indian
Story;United Kingdom;London;199 Tooley Street, Southwark, London, SE1 2JX, United Kingdom;51.5028085;-0.077787;50;non;non;Modern Cuisine
Restaurant Andrew Fairlie;United Kingdom;Auchterarder;Auchterarder, PH3 1NF, United Kingdom;56.2832316;-3.7517344;50;non;non;Modern French
Alex Dilling at Hotel Café Royal;United Kingdom;London;68 Regent Street, Soho, London, W1B 4DY, United Kingdom;51.5100201;-0.1359557;50;non;non;Modern French
Patrick Guilbaud;Ireland;Dublin City;21 Upper Merrion Street, Dublin City, D02 KF79, Ireland;53.338452;-6.2529969;120;non;non;Modern French
Ynyshir;United Kingdom;Machynlleth;Eglwysfach, Machynlleth, SY20 8TA, United Kingdom;52.5445284;-3.9439501;50;non;non;Creative
Restaurant Sat Bains;United Kingdom;Nottingham;Lenton Lane, Nottingham, NG7 2SA, United Kingdom;52.9251069;-1.1676041;50;non;non;Creative
Opheem;United Kingdom;Birmingham;48 Summer Row, Birmingham, B3 1JJ, United Kingdom;52.481614;-1.9079211;50;non;non;Indian
Ikoyi;United Kingdom;London;180 Strand, Strand, London, WC2R 1EA, United Kingdom;51.512381;-0.1154759;50;non;non;Creative
Dinner by Heston Blumenthal;United Kingdom;London;66 Knightsbridge, Knightsbridge, London, SW1X 7LA, United Kingdom;51.5021106;-0.1599147;50;non;non;Traditional British
Claude Bosi at Bibendum;United Kingdom;London;Michelin House, 81 Fulham Road, Chelsea, London, SW3 6RD, United Kingdom;51.4933623;-0.1688013;50;non;non;French
The Clove Club;United Kingdom;London;Shoreditch Town Hall, 380 Old Street, Shoreditch, London, EC1V 9LT, United Kingdom;51.5271054;-0.0793371;50;non;non;Creative
Kitchen Table;United Kingdom;London;70 Charlotte Street, Fitzrovia, London, W1T 4QG, United Kingdom;51.5203616;-0.13647;50;non;non;Modern Cuisine
Terre;Ireland;Castlemartyr;Manor House, Castlemartyr Resort, Castlemartyr, P25 X300, Ireland;51.9117525;-8.0596578;120;non;non;Modern Cuisine
Le Manoir aux Quat' Saisons, a Belmond Hotel;United Kingdom;Great Milton;Church Road, Great Milton, OX44 7PD, United Kingdom;51.7169058;-1.0915663;50;non;non;French
A. Wong;United Kingdom;London;70 Wilton Road, Victoria, London, SW1V 1DE, United Kingdom;51.4930091;-0.1406558;50;non;non;Chinese
The Ritz Restaurant;United Kingdom;London;150 Piccadilly, St James’s, London, W1J 9BR, United Kingdom;51.5069929;-0.1418453;50;non;non;Modern British
Brooklands by Claude Bosi;United Kingdom;London;1 Grosvenor Place, Belgravia, London, SW1X 7HJ, United Kingdom;51.5017267;-0.1518849;50;non;non;Modern Cuisine
Landhaus Bacher;Austria;Mautern an der Donau;Südtiroler Platz 2, Mautern an der Donau, 3512, Austria;48.393172;15.5794174;120;non;non;Classic Cuisine
Döllerer;Austria;Golling an der Salzach;Markt 56, Golling an der Salzach, 5440, Austria;47.5972979;13.1677057;120;non;non;Innovative
Ois;Austria;Neufelden;Unternberg 6, Neufelden, 4120, Austria;48.4814599;14.0023486;120;non;non;Modern Cuisine
Taubenkobel;Austria;Schützen am Gebirge;Hauptstraße 31, Schützen am Gebirge, 7081, Austria;47.8515574;16.6264336;120;non;non;French Contemporary
Obauer;Austria;Werfen;Markt 46, Werfen, 5450, Austria;47.4755112;13.1902449;120;non;non;Classic Cuisine
SENNS.Restaurant;Austria;Salzburg;Söllheimerstrasse 16, Salzburg, 5020, Austria;47.8361594;13.063525;120;non;non;Creative
Silvio Nickol Gourmet Restaurant;Austria;Vienna;Coburgbastei 4, Vienna, 1010, Austria;48.2058003;16.3770073;120;non;non;Modern Cuisine
Stüva;Austria;Ischgl;Dorfstr. 73, Ischgl, 6561, Austria;47.00948;10.28901;120;non;non;Creative French
Restaurant 141 by Joachim Jaud;Austria;Mieming;Obermieming 141, Mieming, 6414, Austria;47.3076251;10.9869243;120;non;non;Creative
Doubek;Austria;Vienna;Kochgasse 13, Vienna, 1080, Austria;48.2131761;16.3494422;120;non;non;Creative
Ikarus;Austria;Salzburg;Wilhelm-Spazier-Straße 7a, Salzburg, 5020, Austria;47.7935688;13.0078642;120;non;non;Creative
Mraz & Sohn;Austria;Vienna;Wallensteinstraße 59, Vienna, 1200, Austria;48.2313246;16.3762794;120;non;non;Creative
